structure_id,fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,coordinate_x,coordinate_y
33734,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,215712.762585461,-417220.277096273
33735,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,combustible,215724.440632351,-417168.072256431
33736,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,215703.798267554,-417070.938394887
33737,bridge,no damage,asphalt,n/a,n/a,n/a,unenclosed,n/a,single pane,n/a,combustible,215699.252284773,-417079.459732881
33738,bridge,no damage,asphalt,n/a,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,215697.529740583,-417095.282728776
33739,bridge,no damage,metal,wood,wood,n/a,n/a,n/a,single pane,n/a,n/a,215634.258815037,-417033.671886081
33740,bridge,no damage,wood,n/a,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215640.021213292,-417048.848509585
33741,bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,n/a,non-combustible,215712.810691482,-417027.211549772
33742,bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,n/a,single pane,n/a,non-combustible,215707.24099149,-417018.642416539
33743,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,215677.324962407,-416996.573935959
33744,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,216287.410621806,-403316.895107049
33745,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,216370.955279179,-403293.293330444
33746,bridge,no damage,asphalt,wood,n/a,n/a,enclosed,unscreened,multi pane,n/a,n/a,216193.019820838,-402907.751624772
33747,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,216164.757368674,-402914.832398813
33748,bridge,no damage,metal,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,combustible,216285.168303709,-403328.303937718
33749,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,combustible,216174.75016225,-402910.734025851
33750,bridge,no damage,asphalt,wood,n/a,wood,enclosed,unscreened,multi pane,n/a,n/a,216191.580164262,-402924.905568503
33751,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,non-combustible,216393.047873681,-403299.179696215
33752,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,216709.65787153,-403598.988178127
33753,bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,216433.361898514,-403316.17902563
33754,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,combustible,216146.735246824,-402912.413486356
33755,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,216701.377887958,-403574.413047155
33756,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,multi pane,combustible,combustible,216123.263371605,-402915.870814834
33757,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,216109.182523114,-402924.225152599
33758,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,216087.919395085,-402928.660749955
33759,bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,216085.780647231,-402906.024213806
33760,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,216070.364390879,-402912.292738074
33761,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,216769.598500753,-403626.566398656
33762,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,216820.141324457,-403713.073418822
33763,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216793.815471902,-403709.021152966
33764,bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,combustible,216801.484145197,-403719.147318773
33765,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,combustible,n/a,216739.888861886,-403659.339519747
33766,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,216738.537423705,-403690.857184388
33767,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,n/a,216659.672385546,-403515.261828471
33768,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,non-combustible,216741.823822615,-403538.03374745
33769,bridge,no damage,metal,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,216799.041282121,-403630.767201001
33770,bridge,no damage,metal,wood,masonry,n/a,n/a,n/a,n/a,n/a,n/a,216764.817116108,-403615.933059478
33771,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,216771.118309736,-403579.218796631
33772,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,215619.794946587,-417121.013421293
33773,bridge,no damage,asphalt,vinyl,masonry,wood,unenclosed,n/a,multi pane,n/a,n/a,215599.911197064,-417099.797071116
33774,bridge,no damage,asphalt,vinyl,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,215580.176920419,-417085.212820888
33775,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,n/a,n/a,combustible,215544.610868032,-417078.483253611
33776,bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,non-combustible,215653.7710744,-416938.330624636
33777,bridge,no damage,metal,masonry,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,215611.819166347,-417117.030534463
33778,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,combustible,215669.161537271,-417092.926903902
33779,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,combustible,n/a,215654.433818294,-417088.97404987
33780,bridge,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,single pane,n/a,n/a,215638.78877508,-417089.941346554
33781,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,215628.888843896,-417089.461970925
33782,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215630.975517546,-417080.501522271
33783,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,215610.436200742,-417081.430665962
33784,bridge,no damage,asphalt,wood,masonry,wood,enclosed,unscreened,multi pane,n/a,n/a,216449.570016576,-403325.661793115
33785,bridge,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210472.326915649,-402313.65593088
33786,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,216467.886868115,-403041.119071664
33787,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,non-combustible,combustible,216310.234353364,-403316.843977259
33788,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,215640.645835254,-403064.768658645
33789,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,215606.490085734,-403018.485356495
33790,bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,216471.900390532,-403337.120323395
33791,bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,single pane,combustible,combustible,215637.434814145,-403023.631447179
33792,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,combustible,215702.538197495,-403004.637334241
33793,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,216487.990970194,-403344.612294978
33794,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216341.083693043,-403336.923323618
33795,bridge,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,multi pane,n/a,n/a,216503.619934347,-403360.236654578
33796,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,216363.679308768,-403019.044202365
33797,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,216325.755173571,-403324.527251802
33798,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,combustible,215669.493731799,-402967.256974842
33799,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,215651.601310562,-402976.418685179
33800,bridge,no damage,asphalt,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215654.280237644,-402952.053086834
33801,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,216424.536658479,-403042.388310768
33802,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,216454.310349952,-403033.802174063
33803,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,216383.494843559,-403028.551807662
33804,bridge,no damage,asphalt,wood,wood,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,216518.973326384,-403339.689926961
33805,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,216383.638800561,-403044.591731317
33806,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,216318.580722486,-403338.846727323
33807,bridge,no damage,asphalt,masonry,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,210886.774906932,-402066.220999498
33808,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,216553.395837775,-403367.953553969
33809,bridge,destroyed (>50%),metal,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,209418.653941174,-402008.025136204
33810,bridge,no damage,masonry,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,non-combustible,n/a,209388.999398707,-401952.748626856
33811,bridge,no damage,masonry,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,non-combustible,n/a,209426.114120037,-401943.828039577
33812,bridge,no damage,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,n/a,208302.675418892,-401435.79496355
33813,bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,208168.573916501,-401403.074833941
33814,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,216537.086701915,-403377.593462814
33815,bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,single pane,combustible,combustible,215619.308985047,-402936.143644163
33816,bridge,no damage,asphalt,wood,wood,wood,unenclosed,n/a,single pane,n/a,combustible,215621.539266843,-402942.729147201
33817,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,215617.267776914,-402950.340807231
33818,bridge,no damage,wood,wood,n/a,wood,unenclosed,n/a,n/a,combustible,n/a,215615.11291783,-402941.88059918
33819,bridge,destroyed (>50%),wood,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,n/a,215608.85881292,-402944.367180159
33820,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215608.421763352,-402923.717254566
33821,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,215588.632052898,-402913.74343018
33822,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215582.541419002,-402923.633385468
33823,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215587.91233158,-402928.131165795
33824,bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,216571.440643507,-403381.069200315
33825,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,non-combustible,216419.725601768,-403063.383668868
33826,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,non-combustible,n/a,216439.609158372,-403067.454626499
33827,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216358.509856552,-403354.048791122
33828,bridge,no damage,asphalt,masonry,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,210892.619424635,-402053.092670148
33829,bridge,no damage,metal,metal,n/a,wood,n/a,n/a,single pane,n/a,n/a,212227.141762799,-402843.348604316
33830,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212230.44294164,-402876.446073066
33831,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,216558.211290552,-403384.979127189
33832,bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,single pane,n/a,n/a,212250.710833836,-402822.489555052
33833,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212163.272569453,-402860.86901113
33834,bridge,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212168.4471828,-402839.323661989
33835,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,215532.107506637,-402900.070341481
33836,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,215514.229926374,-402904.835955441
33837,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,216388.762021813,-403356.098852996
33838,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,216616.848095423,-403392.267612122
33839,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,216386.106596923,-403376.533036733
33840,bridge,major (25-50%),metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,213099.25006609,-403929.210022297
33841,bridge,minor (10-25%),n/a,masonry,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,213735.426601018,-404481.244675577
33842,bridge,no damage,metal,masonry,n/a,n/a,n/a,<= 1/8 in,n/a,n/a,n/a,213844.223823921,-404555.911299024
33843,bridge,no damage,metal,masonry,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,n/a,213861.718065757,-404527.096943356
33844,bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212759.532100525,-403640.598275261
33845,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,213152.40247805,-403884.914131813
33846,bridge,affected (>0-10%),metal,metal,n/a,n/a,n/a,n/a,single pane,n/a,n/a,213125.93079746,-403846.584792029
33847,bridge,no damage,asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,213796.065784011,-404496.12123337
33848,bridge,no damage,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,213855.550110829,-404474.633780183
33849,bridge,no damage,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,213841.451856308,-404516.660963882
33850,bridge,no damage,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,213853.695383902,-404510.212061796
33851,bridge,no damage,metal,masonry,n/a,wood,n/a,n/a,n/a,n/a,n/a,213873.559831554,-404536.435550842
33852,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,216647.041950199,-403459.545503292
33853,bridge,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,multi pane,n/a,n/a,216645.888681592,-403480.541487791
33854,bridge,no damage,asphalt,masonry,n/a,masonry,n/a,<= 1/8 in,n/a,n/a,n/a,213877.774472823,-404546.272785669
33855,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,single pane,n/a,non-combustible,216623.960001878,-403459.142142056
33856,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,non-combustible,215542.640386334,-402854.501092287
33857,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,215523.119546996,-402850.341632571
33858,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,215562.560088307,-402849.402205786
33859,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,215562.222882832,-402860.644811003
33860,bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,multi pane,n/a,n/a,216845.730945801,-404339.781410925
33861,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,216590.321585333,-403467.444580404
33862,bridge,no damage,asphalt,wood,composite,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,216601.440982203,-403451.569310311
33863,bridge,no damage,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,213891.906129777,-404568.699440077
33864,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,215583.672610082,-402862.883000957
33865,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,216433.351773172,-403376.760944301
33866,bridge,no damage,asphalt,vinyl,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,216436.157393928,-403358.742395243
33867,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,215634.5231297,-402894.960755814
33868,bridge,no damage,asphalt,wood,n/a,wood,enclosed,n/a,multi pane,n/a,non-combustible,216579.437548873,-403443.110776577
33869,bridge,no damage,metal,metal,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,216735.863453278,-404450.268838061
33870,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,n/a,combustible,215667.863264626,-402919.107942894
33871,bridge,no damage,asphalt,vinyl,n/a,composite,unenclosed,n/a,single pane,n/a,n/a,216465.710632488,-403390.597590769
33872,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,215686.00678797,-402927.320865525
33873,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,combustible,n/a,216719.810457187,-404465.40111633
33874,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,combustible,non-combustible,216579.840379367,-403463.25685529
33875,bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,216569.48003025,-403433.331652928
33876,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,216693.678877261,-404500.368387494
33877,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,215722.523951472,-402919.627944609
33878,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215717.12398212,-402922.302026799
33879,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216482.029801759,-403403.436686054
33880,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,216680.397694501,-404519.796420991
33881,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,216544.096366574,-403426.138051581
33882,bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,216525.540077687,-403416.708171081
33883,bridge,no damage,asphalt,wood,n/a,composite,unenclosed,> 1/8 in,multi pane,n/a,combustible,216503.096055868,-403424.252758814
33884,bridge,no damage,metal,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,216655.718665261,-404539.939940585
33885,bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,214879.557005204,-418779.170851476
33886,bridge,no damage,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210738.77767251,-414358.520920014
33887,bridge,no damage,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210772.611745169,-414330.8127304
33888,bridge,no damage,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210727.723067808,-414336.157618839
33889,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210734.164635025,-414368.172679631
33890,bridge,no damage,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210997.646957628,-414275.681952475
33891,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210783.631381364,-414338.192598816
33892,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,210929.620912541,-414315.431204554
33893,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,215759.650452989,-402956.41237228
33894,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,215810.069302716,-402963.505273938
33895,bridge,no damage,metal,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,216666.864520469,-404553.884334836
